iter	RMSE
481	3.882024764
482	3.880111854
483	3.876087803
484	3.874575434
485	3.873996337
486	3.87099151
487	3.869141363
488	3.864885719
489	3.863069536
490	3.858565133
491	3.856203657
492	3.853578144
493	3.851639616
494	3.84874742
495	3.847131517
496	3.844589686
497	3.843231122
498	3.840774799
499	3.838446601
500	3.835763815
501	3.832719423
502	3.830829503
503	3.828311724
504	3.825205782
505	3.822718693
506	3.819774953
507	3.818353639
508	3.814776604
509	3.814051754
510	3.811854467
511	3.807550071
512	3.80669406
513	3.803275804
514	3.802833916
515	3.798749188
516	3.797225193
517	3.794818627
518	3.792057626
519	3.788380223
520	3.785553905
521	3.784229933
522	3.782861662
523	3.78085347
524	3.779983865
525	3.777022015
526	3.775429476
527	3.771778322
528	3.768647695
529	3.768432884
530	3.764354318
531	3.761653817
532	3.758092461
533	3.755323027
534	3.75455294
535	3.752935423
536	3.75169392
537	3.749534619
538	3.747009466
539	3.74592398
540	3.743492817
541	3.741768583
542	3.739633162
543	3.739454356
544	3.736458962
545	3.735440993
546	3.732333193
547	3.730270395
548	3.726091803
549	3.72513364
550	3.722704856
551	3.721174111
552	3.719138821
553	3.716910488
554	3.715588747
555	3.714619202
556	3.713245078
557	3.709809688
558	3.706532175
559	3.703941256
560	3.702797899
561	3.699764861
562	3.696692467
563	3.695670623
564	3.693372365
565	3.692221091
566	3.690572929
567	3.686518788
568	3.683546238
569	3.679461558
570	3.676267539
571	3.674981557
572	3.671595251
573	3.669813041
574	3.668618857
575	3.666348695
576	3.662593315
577	3.660454464
578	3.658451712
579	3.656107044
580	3.653771696
581	3.652714028
582	3.649942033
583	3.649237276
584	3.646388923
585	3.645549006
586	3.644332812
587	3.641850949
588	3.639453648
589	3.63640346
590	3.634331537
591	3.631253588
592	3.627688241
593	3.626480592
594	3.623137909
595	3.62068814
596	3.616890191
597	3.615482683
598	3.613811566
599	3.613251281
600	3.6120668
601	3.61050671
602	3.609172431
603	3.608080945
604	3.60533989
605	3.604775352
606	3.603216265
607	3.601691646
608	3.599367758
609	3.595758546
610	3.592374968
611	3.588571682
612	3.585683233
613	3.582718899
614	3.579701667
615	3.577063866
616	3.575250689
617	3.574138537
618	3.571111262
619	3.570036043
620	3.568784584
621	3.56676922
622	3.565468584
623	3.563955592
624	3.561878138
625	3.561169686
626	3.55849113
627	3.55576918
628	3.553920352
629	3.550878506
630	3.548634273
631	3.546536456
632	3.544167691
633	3.542010445
634	3.53863115
635	3.536159873
636	3.534741147
637	3.532569004
638	3.531550908
639	3.527999437
640	3.526895936
641	3.525134811
642	3.52419523
643	3.521120107
644	3.51864355
645	3.51705645
646	3.514364472
647	3.512168718
648	3.509960473
649	3.509435655
650	3.507158437
651	3.505596736
652	3.502259655
653	3.500740366
654	3.499240586
655	3.496290191
656	3.494096071
657	3.4912574
658	3.488639276
659	3.486613009
660	3.483791598
661	3.480552407
662	3.477582365
663	3.477194764
664	3.473844111
665	3.470586723
666	3.465890756
667	3.462224996
668	3.461355243
669	3.460756592
670	3.459327918
671	3.458745877
672	3.458149222
673	3.457501669
674	3.454471304
675	3.45096748
676	3.450344213
677	3.449979595
678	3.448657169
679	3.446789177
680	3.443252244
681	3.439957213
682	3.437812339
683	3.435329771
684	3.433616057
685	3.4325958
686	3.431297917
687	3.430152922
688	3.428766591
689	3.42645156
690	3.424550717
691	3.422739182
692	3.421824603
693	3.420869631
694	3.417535592
695	3.416632535
696	3.416180586
697	3.414970841
698	3.41339189
699	3.411352966
700	3.410478715
701	3.409641476
702	3.40672297
703	3.404567269
704	3.402846006
705	3.401588953
706	3.399813139
707	3.399198762
708	3.396990992
709	3.396393724
710	3.394496151
711	3.392548721
712	3.389168687
713	3.388249871
714	3.384887591
715	3.382216061
716	3.380999546
717	3.379101453
718	3.377191047
719	3.373796794
720	3.372800333
721	3.370683933
722	3.367675935
723	3.366459222
724	3.365447587
725	3.364134405
726	3.362328175
727	3.359472915
728	3.357427878
729	3.355203387
730	3.353515752
731	3.352571911
732	3.349308203
733	3.34877652
734	3.348260008
735	3.345026102
736	3.343739418
737	3.341592203
738	3.339979101
739	3.339210364
740	3.338428699
741	3.336187469
742	3.335372956
743	3.33452325
744	3.332333219
745	3.331772834
746	3.329677052
747	3.3285384
748	3.326019471
749	3.321949728
750	3.31902531
751	3.317277211
752	3.316902894
753	3.31407442
754	3.313277779
755	3.311179397
756	3.30966912
757	3.308404177
758	3.306874198
759	3.305985345
760	3.304223834
761	3.303945699
762	3.301630912
763	3.300412091
764	3.300052029
765	3.296641948
766	3.293979722
767	3.292914407
768	3.291250389
769	3.288716251
770	3.287887073
771	3.284360925
772	3.281264261
773	3.280515786
774	3.279046122
775	3.277731663
776	3.277282323
777	3.274739801
778	3.273199772
779	3.272745585
780	3.269019223
781	3.268333337
782	3.267796746
783	3.266340276
784	3.265984802
785	3.263428053
786	3.261051249
787	3.260925947
788	3.25910742
789	3.2567086
790	3.255310064
791	3.25291321
792	3.250264261
793	3.24852874
794	3.247310793
795	3.24494745
796	3.24262291
797	3.241497182
798	3.238320257
799	3.235614404
800	3.233930279
801	3.230607666
802	3.230445798
803	3.228890788
804	3.228116327
805	3.226127365
806	3.225145736
807	3.223195973
808	3.222129909
809	3.220307123
810	3.219541513
811	3.217889473
812	3.215923751
813	3.213704144
814	3.212472893
815	3.209613367
816	3.209500178
817	3.207916511
818	3.206869855
819	3.205866488
820	3.203004216
821	3.201937034
822	3.199456717
823	3.198074936
824	3.197529273
825	3.197094169
826	3.196287238
827	3.19624548
828	3.193355396
829	3.192659615
830	3.190365411
831	3.187132738
832	3.183610062
833	3.182798994
834	3.181741145
835	3.179812158
836	3.179061446
837	3.17731991
838	3.175581534
839	3.175388483
840	3.174953221
841	3.174137029
842	3.173447694
843	3.172342935
844	3.172091031
845	3.171438159
846	3.167822735
847	3.167689245
848	3.16465048
849	3.163444767
850	3.1630161
851	3.160746841
852	3.157862755
853	3.156606437
854	3.155836018
855	3.153826837
856	3.152309934
857	3.14949974
858	3.148242428
859	3.145520222
860	3.14307712
861	3.142599065
862	3.142007917
863	3.139586357
864	3.137313055
865	3.135674522
866	3.134977321
867	3.132919212
868	3.132139292
869	3.129230036
870	3.128029488
871	3.1265664
872	3.124980975
873	3.123804324
874	3.123615276
875	3.122116883
876	3.121047542
877	3.118679639
878	3.116614813
879	3.115606661
880	3.113027533
881	3.111238729
882	3.10926846
883	3.106912393
884	3.106096627
885	3.102788576
886	3.098720449
887	3.095749858
888	3.090921794
889	3.09017972
890	3.089230376
891	3.086993535
892	3.086111646
893	3.084278095
894	3.083595428
895	3.08270554
896	3.081027244
897	3.07914713
898	3.077451332
899	3.076403916
900	3.076148378
901	3.075849596
902	3.074802617
903	3.074053344
904	3.073057415
905	3.072159001
906	3.0694493
907	3.067412778
908	3.067337434
909	3.065565233
910	3.065475448
911	3.064380463
912	3.06171704
913	3.059463387
914	3.057922581
915	3.05567916
916	3.053911811
917	3.052981662
918	3.05105643
919	3.050604957
920	3.048744644
921	3.048077381
922	3.047038199
923	3.046593866
924	3.046465224
925	3.044546346
926	3.04343095
927	3.04149626
928	3.037529616
929	3.03740565
930	3.036617338
931	3.035832879
932	3.034787441
933	3.034523539
934	3.033275286
935	3.031925679
936	3.029463505
937	3.028366251
938	3.02634163
939	3.025057253
940	3.023632925
941	3.023406279
942	3.021978527
943	3.020767467
944	3.020409137
945	3.019172339
946	3.016330482
947	3.015748298
948	3.015116738
949	3.014158081
950	3.012875966
951	3.01253724
952	3.011034855
953	3.010103724
954	3.008661175
955	3.006728832
956	3.005753013
957	3.004267747
958	3.003513795
959	3.002697009
960	3.001978024
961	3.000904747
962	2.999711143
963	2.99848128
964	2.997475643
965	2.994876782
966	2.994615864
967	2.994401528
968	2.991511685
969	2.988879166
970	2.988672193
971	2.988122572
972	2.987005875
973	2.984082154
974	2.982041491
975	2.981273785
976	2.980680548
977	2.978582525
978	2.977118046
979	2.975759242
980	2.974540445
981	2.973086014
982	2.970800821
983	2.968734574
984	2.967332707
985	2.965758086
986	2.964626403
987	2.96229236
988	2.961381098
989	2.959420967
990	2.956460371
991	2.954260489
992	2.953177903
993	2.951266627
994	2.94948014
995	2.949419118
996	2.948342573
997	2.947249577
998	2.94392393
999	2.943018472
